crash_date,borough,latitude,longitude,number_of_persons_injured,contributing_factor_vehicle_1
2021-09-07T00:00:00.000,QUEENS,40.748318,-73.87742,1,Driver Inattention/Distraction
2021-07-05T00:00:00.000,QUEENS,40.68651,-73.76815,0,Other Vehicular
2021-09-10T00:00:00.000,,40.624203,-74.177124,0,Passing or Lane Usage Improper
2021-07-06T00:00:00.000,,40.744526,-73.77161,2,Driver Inattention/Distraction
2021-07-01T00:00:00.000,,40.576965,-74.16974,0,Driver Inattention/Distraction
2021-07-07T00:00:00.000,BRONX,40.8502,-73.8302,1,Following Too Closely
2021-09-08T00:00:00.000,MANHATTAN,40.715477,-73.998085,0,Driver Inattention/Distraction
2021-09-11T00:00:00.000,BROOKLYN,40.611477,-73.94883,1,Unspecified
2021-07-08T00:00:00.000,,40.681515,-73.90412,1,Passing or Lane Usage Improper
2021-09-11T00:00:00.000,BROOKLYN,40.61578,-73.99995,0,Driver Inattention/Distraction
2021-09-08T00:00:00.000,MANHATTAN,40.82207,-73.94993,1,Driver Inattention/Distraction
2021-09-11T00:00:00.000,QUEENS,40.74606,-73.85583,0,Unspecified
2021-09-09T00:00:00.000,QUEENS,40.72013,-73.79038,1,Unspecified
2021-07-07T00:00:00.000,QUEENS,40.688435,-73.78765,1,Driver Inattention/Distraction
2021-09-11T00:00:00.000,BRONX,40.84964,-73.89661,2,Failure to Yield Right-of-Way
2021-09-09T00:00:00.000,QUEENS,40.68329,-73.85491,0,Driver Inexperience
2021-09-08T00:00:00.000,MANHATTAN,40.812912,-73.95364,0,Driver Inexperience
2021-09-11T00:00:00.000,QUEENS,40.6639,-73.7804,0,Passing or Lane Usage Improper
2021-07-05T00:00:00.000,QUEENS,40.59312,-73.772705,0,Driver Inexperience
2021-06-29T00:00:00.000,,40.596687,-73.74422,0,Following Too Closely
2021-07-08T00:00:00.000,,40.673107,-73.99959,0,Unsafe Lane Changing
2021-07-09T00:00:00.000,BROOKLYN,40.63874,-73.8952,1,Tinted Windows
2021-09-11T00:00:00.000,QUEENS,40.675255,-73.73207,0,Driver Inattention/Distraction
2021-09-11T00:00:00.000,BRONX,40.846313,-73.92385,0,Passing Too Closely
2021-09-11T00:00:00.000,BROOKLYN,40.608364,-73.95727,1,Driver Inattention/Distraction
2021-07-08T00:00:00.000,BROOKLYN,40.682724,-73.88539,0,Driver Inattention/Distraction
2021-09-11T00:00:00.000,BRONX,40.80789,-73.852844,0,Aggressive Driving/Road Rage
2021-09-10T00:00:00.000,,40.607754,-74.13205,1,Failure to Yield Right-of-Way
2021-09-10T00:00:00.000,,40.708324,-73.84314,1,Following Too Closely
2021-09-10T00:00:00.000,MANHATTAN,40.79194,-73.95281,1,Unspecified
2021-07-08T00:00:00.000,MANHATTAN,40.718792,-73.98902,1,Driver Inattention/Distraction
2021-09-11T00:00:00.000,,40.86463,-73.892136,0,Driver Inattention/Distraction
2021-09-11T00:00:00.000,BROOKLYN,40.67856,-73.889015,0,Fell Asleep
2021-09-11T00:00:00.000,,40.721474,-73.98383,0,Passing Too Closely
2021-09-11T00:00:00.000,MANHATTAN,40.79184,-73.93556,0,Unspecified
2021-09-11T00:00:00.000,,40.78076,-73.825424,0,Passing or Lane Usage Improper
2021-09-11T00:00:00.000,,40.7359,-73.91338,0,Driver Inattention/Distraction
2021-09-10T00:00:00.000,MANHATTAN,40.710697,-73.984634,1,Unspecified
2021-09-10T00:00:00.000,,40.760777,-73.95702,1,Following Too Closely
2021-06-26T00:00:00.000,BRONX,40.81358,-73.89385,0,Unspecified
2021-09-11T00:00:00.000,,40.575302,-73.98453,1,Passing or Lane Usage Improper
2021-09-10T00:00:00.000,BROOKLYN,40.66843,-73.91919,0,Driver Inattention/Distraction
2021-09-11T00:00:00.000,,40.81701,-73.9595,0,Unspecified
2021-07-08T00:00:00.000,BRONX,40.85755,-73.882835,0,Backing Unsafely
2021-09-02T00:00:00.000,,40.89711,-73.88008,0,Unspecified
2021-09-11T00:00:00.000,,40.685795,-73.911644,0,Following Too Closely
2021-09-07T00:00:00.000,,40.69305,-73.799446,0,Driver Inattention/Distraction
2021-06-25T00:00:00.000,QUEENS,40.609535,-73.75372,0,Unspecified
2021-07-08T00:00:00.000,,40.720627,-74.00522,0,Unsafe Lane Changing
2021-07-04T00:00:00.000,QUEENS,40.763496,-73.87814,1,Unspecified
2021-07-08T00:00:00.000,QUEENS,40.686646,-73.849075,1,Unsafe Speed
2021-09-11T00:00:00.000,BROOKLYN,40.579445,-73.9544,0,Driver Inattention/Distraction
2021-09-10T00:00:00.000,MANHATTAN,40.762966,-73.973976,0,Driver Inattention/Distraction
2021-09-11T00:00:00.000,,40.76555,-73.83911,3,Driver Inexperience
2021-09-10T00:00:00.000,MANHATTAN,40.779602,-73.95553,0,Backing Unsafely
2021-09-11T00:00:00.000,STATEN ISLAND,40.553192,-74.164345,0,Unsafe Speed
2021-09-11T00:00:00.000,BRONX,40.836094,-73.883995,0,Failure to Yield Right-of-Way
2021-07-08T00:00:00.000,BROOKLYN,40.59692,-73.94122,0,Unspecified
2021-09-11T00:00:00.000,BROOKLYN,40.62318,-73.98611,0,Unspecified
2021-09-11T00:00:00.000,BROOKLYN,40.67562,-73.88826,0,Unspecified
2021-09-07T00:00:00.000,MANHATTAN,40.80609,-73.95414,0,Unsafe Speed
2021-09-10T00:00:00.000,BRONX,40.87739,-73.8665,1,Unsafe Lane Changing
2021-09-11T00:00:00.000,,40.689133,-73.951324,0,Driver Inattention/Distraction
2021-06-30T00:00:00.000,BRONX,40.83604,-73.92222,0,Passing or Lane Usage Improper
2021-09-10T00:00:00.000,MANHATTAN,40.76649,-73.95696,0,Driver Inattention/Distraction
2021-07-08T00:00:00.000,BROOKLYN,40.731613,-73.9545,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2021-09-11T00:00:00.000,MANHATTAN,40.708324,-74.00311,0,Driver Inattention/Distraction
2021-09-11T00:00:00.000,BROOKLYN,40.65375,-73.931274,0,Unsafe Speed
2021-07-01T00:00:00.000,QUEENS,40.60675,-73.756645,0,Passing Too Closely
2022-03-25T00:00:00.000,QUEENS,40.743534,-73.93951,0,Driver Inattention/Distraction
2021-09-01T00:00:00.000,QUEENS,40.678364,-73.77949,1,Failure to Yield Right-of-Way
2021-09-10T00:00:00.000,MANHATTAN,40.724274,-74.01136,1,Driver Inattention/Distraction
2021-09-11T00:00:00.000,MANHATTAN,40.8188,-73.956024,0,Driver Inexperience
2021-09-10T00:00:00.000,QUEENS,40.69558,-73.788704,0,Driver Inattention/Distraction
2021-09-11T00:00:00.000,,40.80484,-73.912796,0,Unspecified
2021-09-11T00:00:00.000,BROOKLYN,40.658466,-73.96049,0,Driver Inattention/Distraction
2021-09-11T00:00:00.000,BRONX,40.868164,-73.90054,1,Driver Inattention/Distraction
2021-09-11T00:00:00.000,BROOKLYN,40.66169,-73.96143,2,Driver Inexperience
2021-07-09T00:00:00.000,BRONX,40.87037,-73.87052,1,Driver Inattention/Distraction
2021-09-05T00:00:00.000,QUEENS,40.69674,-73.76292,5,Unspecified
2021-09-11T00:00:00.000,BROOKLYN,40.65958,-73.89247,0,Driver Inattention/Distraction
2021-09-11T00:00:00.000,,40.83232,-73.87395,3,Unsafe Speed
2021-09-11T00:00:00.000,QUEENS,40.708534,-73.914925,0,Unspecified
2021-07-08T00:00:00.000,QUEENS,40.777496,-73.90784,0,Unspecified
2021-07-02T00:00:00.000,,40.83406,-73.944885,1,Driver Inattention/Distraction
2021-09-11T00:00:00.000,QUEENS,40.66615,-73.80575,1,Following Too Closely
2021-07-08T00:00:00.000,MANHATTAN,40.82324,-73.938835,0,Passing Too Closely
2021-07-09T00:00:00.000,QUEENS,40.6974,-73.80952,0,Failure to Yield Right-of-Way
2021-07-09T00:00:00.000,QUEENS,40.67897,-73.75985,0,Traffic Control Disregarded
2021-09-11T00:00:00.000,STATEN ISLAND,40.590313,-74.09794,0,Animals Action
2021-07-09T00:00:00.000,BROOKLYN,40.654343,-73.864204,0,Passing Too Closely
2021-09-11T00:00:00.000,STATEN ISLAND,40.62782,-74.12126,0,Driver Inattention/Distraction
2021-09-10T00:00:00.000,,40.592037,-74.15436,2,Driver Inattention/Distraction
2021-09-08T00:00:00.000,,40.79293,-73.950005,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2021-09-11T00:00:00.000,,40.8452,-73.916885,1,Reaction to Uninvolved Vehicle
2021-09-11T00:00:00.000,QUEENS,40.72609,-73.830154,0,Driver Inattention/Distraction
2021-09-11T00:00:00.000,MANHATTAN,40.76092,-73.96704,0,Driver Inattention/Distraction
2019-05-21T00:00:00.000,BROOKLYN,40.69754,-73.98312,0,Passing or Lane Usage Improper
2021-02-26T00:00:00.000,BRONX,40.843464,-73.836,0,Unspecified
2021-03-09T00:00:00.000,,40.692547,-73.990974,1,Following Too Closely
2021-03-31T00:00:00.000,BROOKLYN,40.626457,-73.918,1,Driver Inexperience
2021-04-06T00:00:00.000,STATEN ISLAND,40.526894,-74.16728,7,Failure to Yield Right-of-Way
2021-04-09T00:00:00.000,,40.840775,-73.87246,1,Driver Inattention/Distraction
2021-04-14T00:00:00.000,,40.694035,-73.72679,1,Brakes Defective
2021-04-15T00:00:00.000,BRONX,40.857365,-73.84657,0,Following Too Closely
2021-04-14T00:00:00.000,,40.698807,-73.91837,0,Passing Too Closely
2021-04-14T00:00:00.000,QUEENS,40.71402,-73.74827,0,Turning Improperly
2021-04-16T00:00:00.000,BRONX,40.815,-73.89402,0,Unspecified
2021-04-16T00:00:00.000,,40.55079,-74.20098,0,Driver Inexperience
2021-04-15T00:00:00.000,BROOKLYN,40.655903,-73.89817,0,Unspecified
2021-04-16T00:00:00.000,BRONX,40.890076,-73.819855,2,Unsafe Speed
2021-04-15T00:00:00.000,BROOKLYN,40.650402,-73.89422,1,Following Too Closely
2021-04-16T00:00:00.000,MANHATTAN,40.79335,-73.97275,0,Backing Unsafely
2021-04-16T00:00:00.000,MANHATTAN,40.72538,-74.00011,0,Driver Inattention/Distraction
2021-04-15T00:00:00.000,QUEENS,40.75184,-73.90358,0,Driver Inattention/Distraction
2021-09-11T00:00:00.000,,40.755516,-73.961105,2,Unsafe Speed
2021-04-16T00:00:00.000,BROOKLYN,40.649788,-73.9622,3,Unspecified
2021-04-16T00:00:00.000,BROOKLYN,40.686928,-73.920815,0,Driver Inattention/Distraction
2021-04-14T00:00:00.000,BROOKLYN,40.712963,-73.93647,0,Passing or Lane Usage Improper
2021-06-30T00:00:00.000,QUEENS,40.694294,-73.74868,0,Passing Too Closely
2021-04-14T00:00:00.000,,40.801285,-73.95394,0,Driver Inattention/Distraction
2021-04-14T00:00:00.000,BROOKLYN,40.633976,-74.02211,1,Passing Too Closely
2021-04-15T00:00:00.000,,40.670296,-73.997604,0,Unspecified
2021-04-16T00:00:00.000,,40.66423,-73.919106,0,View Obstructed/Limited
2021-04-14T00:00:00.000,BRONX,40.817696,-73.922615,0,Steering Failure
2021-04-13T00:00:00.000,BROOKLYN,40.668495,-73.925606,1,Failure to Yield Right-of-Way
2021-04-13T00:00:00.000,QUEENS,40.662476,-73.768326,0,Unspecified
2021-04-15T00:00:00.000,BRONX,40.841087,-73.86447,0,Traffic Control Disregarded
2021-04-15T00:00:00.000,BROOKLYN,40.70955,-73.95887,0,Unspecified
2021-04-15T00:00:00.000,,40.733376,-73.86665,1,Passing or Lane Usage Improper
2021-04-14T00:00:00.000,BROOKLYN,40.700356,-73.95732,1,Drugs (illegal)
2021-04-14T00:00:00.000,,40.83801,-73.87329,0,Other Vehicular
2021-04-16T00:00:00.000,,40.66584,-73.75551,0,Reaction to Uninvolved Vehicle
2021-04-15T00:00:00.000,,40.761436,-73.76995,1,Driver Inattention/Distraction
2021-04-16T00:00:00.000,QUEENS,40.74958,-73.86541,1,Turning Improperly
2021-04-16T00:00:00.000,QUEENS,40.73197,-73.78651,5,Traffic Control Disregarded
2021-04-16T00:00:00.000,,40.76249,-73.839584,0,Unspecified
2021-04-16T00:00:00.000,,40.668507,-73.779625,0,Unspecified
2021-04-15T00:00:00.000,BROOKLYN,40.638268,-73.93187,0,Unspecified
2021-04-12T00:00:00.000,BROOKLYN,40.696735,-73.93481,1,Unspecified
2021-04-14T00:00:00.000,,40.870823,-73.8721,0,Aggressive Driving/Road Rage
2021-04-14T00:00:00.000,,40.574867,-74.00069,0,Driver Inattention/Distraction
2021-04-14T00:00:00.000,,40.866577,-73.8722,3,Unsafe Speed
2021-04-16T00:00:00.000,QUEENS,40.775414,-73.91984,1,Following Too Closely
2021-04-15T00:00:00.000,BRONX,40.84744,-73.89968,1,Driver Inattention/Distraction
2021-04-14T00:00:00.000,STATEN ISLAND,40.542908,-74.15579,2,Failure to Yield Right-of-Way
2021-04-14T00:00:00.000,,40.78468,-73.80911,0,Passing Too Closely
2021-04-15T00:00:00.000,BROOKLYN,40.632416,-73.94724,1,Driver Inattention/Distraction
2021-04-15T00:00:00.000,BROOKLYN,40.714207,-73.92817,1,Driver Inattention/Distraction
2021-04-16T00:00:00.000,QUEENS,40.727913,-73.873245,1,Failure to Yield Right-of-Way
2021-04-15T00:00:00.000,BRONX,40.854485,-73.854645,0,Turning Improperly
2021-04-13T00:00:00.000,BROOKLYN,40.698986,-73.91671,0,Driver Inattention/Distraction
2021-04-16T00:00:00.000,MANHATTAN,40.841717,-73.94435,0,Driver Inattention/Distraction
2021-04-15T00:00:00.000,BRONX,40.861687,-73.82435,0,Unspecified
2021-04-16T00:00:00.000,BROOKLYN,40.691822,-73.92223,0,Reaction to Uninvolved Vehicle
2021-04-10T00:00:00.000,BRONX,40.856014,-73.91213,0,Unspecified
2021-04-14T00:00:00.000,,40.83383,-73.921234,0,Reaction to Uninvolved Vehicle
2021-04-09T00:00:00.000,,40.68781,-73.9237,0,Backing Unsafely
2021-04-14T00:00:00.000,BROOKLYN,40.642044,-73.98124,0,Unspecified
2021-04-16T00:00:00.000,QUEENS,40.69814,-73.89111,0,Unsafe Speed
2021-04-14T00:00:00.000,BROOKLYN,40.64664,-73.9246,2,Driver Inattention/Distraction
2021-09-11T00:00:00.000,QUEENS,40.703217,-73.73427,0,Unspecified
2021-04-16T00:00:00.000,,40.680897,-73.95118,0,Driver Inattention/Distraction
2021-04-15T00:00:00.000,MANHATTAN,40.760822,-73.99832,1,Failure to Yield Right-of-Way
2021-04-14T00:00:00.000,MANHATTAN,40.74608,-73.974945,0,Unspecified
2021-04-16T00:00:00.000,BROOKLYN,40.626293,-74.01572,0,Driver Inexperience
2021-04-15T00:00:00.000,MANHATTAN,40.767967,-73.96822,0,Driver Inattention/Distraction
2021-04-15T00:00:00.000,BROOKLYN,40.673634,-73.89294,0,Driver Inattention/Distraction
2021-04-15T00:00:00.000,BROOKLYN,40.579212,-73.976265,0,Following Too Closely
2021-04-16T00:00:00.000,STATEN ISLAND,40.57365,-74.11252,0,Failure to Yield Right-of-Way
2021-04-14T00:00:00.000,,40.73632,-73.85631,0,Following Too Closely
2021-04-14T00:00:00.000,BROOKLYN,40.619396,-73.969574,0,Unspecified
2021-04-16T00:00:00.000,,40.820263,-73.92976,0,Unspecified
2021-04-14T00:00:00.000,,40.601864,-74.00232,1,Failure to Yield Right-of-Way
2021-04-15T00:00:00.000,,40.810318,-73.943634,0,Driver Inattention/Distraction
2021-04-14T00:00:00.000,,40.666306,-73.79171,1,Driver Inattention/Distraction
2021-04-16T00:00:00.000,BROOKLYN,40.708805,-73.92577,0,Failure to Yield Right-of-Way
2021-04-14T00:00:00.000,BRONX,40.826424,-73.85868,0,Failure to Yield Right-of-Way
2021-04-13T00:00:00.000,,40.63174,-73.96793,0,Unspecified
2021-04-15T00:00:00.000,,0.0,0.0,0,Backing Unsafely
2021-04-16T00:00:00.000,BROOKLYN,40.727146,-73.954735,0,Passing Too Closely
2021-04-11T00:00:00.000,,40.67253,-73.798386,0,Driver Inattention/Distraction
2021-04-16T00:00:00.000,QUEENS,40.702335,-73.89073,0,Driver Inattention/Distraction
2021-04-14T00:00:00.000,BROOKLYN,40.587894,-73.95504,0,Driver Inattention/Distraction
2021-04-16T00:00:00.000,BROOKLYN,40.65047,-73.917366,0,Driver Inattention/Distraction
2021-04-16T00:00:00.000,MANHATTAN,40.836555,-73.94306,1,Failure to Yield Right-of-Way
2021-04-13T00:00:00.000,BRONX,40.870056,-73.83222,0,Unspecified
2021-04-15T00:00:00.000,,40.579372,-74.16948,0,Passing or Lane Usage Improper
2021-04-01T00:00:00.000,MANHATTAN,40.805138,-73.945244,0,Reaction to Uninvolved Vehicle
2021-04-15T00:00:00.000,BRONX,40.85968,-73.90427,0,Passing Too Closely
2021-04-15T00:00:00.000,,40.605595,-73.98404,0,Driver Inattention/Distraction
2021-04-15T00:00:00.000,BRONX,40.819214,-73.84662,0,Steering Failure
2021-04-16T00:00:00.000,BRONX,40.827972,-73.88707,0,Unspecified
2021-04-16T00:00:00.000,,40.66496,-73.82226,0,Fell Asleep
2021-04-14T00:00:00.000,,40.719177,-73.79223,0,Driver Inattention/Distraction
2021-04-14T00:00:00.000,MANHATTAN,40.748825,-73.96984,1,Driver Inattention/Distraction
2021-04-16T00:00:00.000,QUEENS,40.733597,-73.91062,0,Driver Inattention/Distraction
2021-04-14T00:00:00.000,STATEN ISLAND,40.54048,-74.153404,0,View Obstructed/Limited
2021-04-14T00:00:00.000,,40.738403,-73.93864,0,Driver Inattention/Distraction
2021-04-15T00:00:00.000,,40.68039,-73.94956,1,Driver Inattention/Distraction
2021-04-14T00:00:00.000,BRONX,40.817627,-73.92366,0,Backing Unsafely
2021-04-15T00:00:00.000,MANHATTAN,40.751446,-74.001434,2,Failure to Yield Right-of-Way
2021-09-11T00:00:00.000,BRONX,40.86418,-73.90119,1,Unspecified
2021-04-15T00:00:00.000,MANHATTAN,40.76161,-73.97076,0,Driver Inexperience
2021-04-15T00:00:00.000,BROOKLYN,40.689648,-73.9184,0,Unspecified
2021-04-14T00:00:00.000,QUEENS,40.741634,-73.88266,1,Driver Inattention/Distraction
2021-04-15T00:00:00.000,BROOKLYN,40.596977,-73.97324,0,Unspecified
2021-04-16T00:00:00.000,BROOKLYN,40.63864,-74.02245,0,Unspecified
2021-04-14T00:00:00.000,STATEN ISLAND,40.565254,-74.1301,0,Unspecified
2021-04-14T00:00:00.000,BROOKLYN,40.655895,-73.898224,0,Unspecified
2021-04-14T00:00:00.000,BROOKLYN,40.68821,-73.96583,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2021-04-15T00:00:00.000,MANHATTAN,40.71649,-73.98484,0,Unspecified
2021-04-16T00:00:00.000,BRONX,40.876785,-73.87446,0,Passing Too Closely
2021-04-16T00:00:00.000,BRONX,40.86367,-73.86741,0,Alcohol Involvement
2021-04-14T00:00:00.000,BRONX,40.835827,-73.89068,0,Driver Inexperience
2021-04-15T00:00:00.000,MANHATTAN,40.793396,-73.94043,0,Unspecified
2021-04-14T00:00:00.000,BRONX,40.84827,-73.88312,0,Failure to Yield Right-of-Way
2021-04-14T00:00:00.000,,40.656273,-73.90731,1,Driver Inexperience
2021-04-16T00:00:00.000,BROOKLYN,40.693462,-73.965485,1,Driver Inattention/Distraction
2021-04-15T00:00:00.000,BROOKLYN,40.66725,-73.88799,1,Unspecified
2021-04-13T00:00:00.000,BRONX,40.844105,-73.923065,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2021-04-16T00:00:00.000,BROOKLYN,40.651707,-73.93121,0,Backing Unsafely
2021-04-15T00:00:00.000,QUEENS,40.680496,-73.821365,1,Failure to Yield Right-of-Way
2021-04-15T00:00:00.000,BRONX,40.834415,-73.92854,0,View Obstructed/Limited
2021-04-15T00:00:00.000,QUEENS,40.7357,-73.90377,0,Driver Inattention/Distraction
2021-04-15T00:00:00.000,,40.771038,-73.83413,0,Passing or Lane Usage Improper
2021-04-14T00:00:00.000,BROOKLYN,40.69484,-73.98391,1,Driver Inattention/Distraction
2021-04-14T00:00:00.000,MANHATTAN,40.785774,-73.97052,2,Passing or Lane Usage Improper
2021-04-14T00:00:00.000,QUEENS,40.733017,-73.8852,0,Driver Inattention/Distraction
2021-04-16T00:00:00.000,,40.709023,-73.757835,0,Traffic Control Disregarded
2021-04-14T00:00:00.000,,40.692886,-73.832184,2,Failure to Yield Right-of-Way
2021-04-15T00:00:00.000,BROOKLYN,40.620487,-74.029305,0,Driver Inattention/Distraction
2021-04-14T00:00:00.000,BROOKLYN,40.618595,-73.99847,0,Driver Inattention/Distraction
2021-04-14T00:00:00.000,MANHATTAN,40.803787,-73.953896,1,Unspecified
2021-04-15T00:00:00.000,BRONX,40.82319,-73.889496,0,Passing or Lane Usage Improper
2021-04-14T00:00:00.000,,40.680088,-73.94398,1,Driver Inattention/Distraction
2021-04-14T00:00:00.000,BRONX,40.827927,-73.90094,0,Unspecified
2021-07-08T00:00:00.000,,40.65342,-73.88898,0,Other Vehicular
2021-04-14T00:00:00.000,BROOKLYN,40.66895,-73.9339,0,Driver Inattention/Distraction
2021-04-15T00:00:00.000,,40.879055,-73.87439,0,Turning Improperly
2021-04-14T00:00:00.000,,40.67043,-73.928185,1,Unsafe Speed
2021-04-16T00:00:00.000,BRONX,40.875874,-73.84989,3,Unspecified
2021-04-13T00:00:00.000,,40.675037,-73.930534,0,Following Too Closely
2021-04-16T00:00:00.000,,40.767582,-73.9109,1,Failure to Yield Right-of-Way
2021-04-14T00:00:00.000,MANHATTAN,40.734352,-74.00849,0,Backing Unsafely
2021-04-16T00:00:00.000,BROOKLYN,40.63083,-73.90736,2,Driver Inexperience
2021-04-14T00:00:00.000,BROOKLYN,40.63532,-73.95033,0,Driver Inattention/Distraction
2021-04-13T00:00:00.000,BROOKLYN,40.714073,-73.95087,0,Driver Inattention/Distraction
2021-04-14T00:00:00.000,BROOKLYN,40.702194,-73.93587,0,Passing or Lane Usage Improper
2021-04-14T00:00:00.000,MANHATTAN,40.764362,-73.96162,1,Driver Inattention/Distraction
2021-04-12T00:00:00.000,,40.69496,-73.946236,0,Passing or Lane Usage Improper
2021-04-16T00:00:00.000,,40.79656,-73.97226,0,Unspecified
2021-04-14T00:00:00.000,BRONX,40.805016,-73.92109,0,Unspecified
2021-04-14T00:00:00.000,QUEENS,40.66406,-73.73846,2,Unspecified
2021-04-13T00:00:00.000,MANHATTAN,40.7963,-73.93829,0,Turning Improperly
2021-04-14T00:00:00.000,QUEENS,40.66563,-73.73921,1,Traffic Control Disregarded
2021-04-15T00:00:00.000,QUEENS,40.680477,-73.7921,0,Driver Inattention/Distraction
2021-04-16T00:00:00.000,,40.737785,-73.93496,1,Following Too Closely
2021-04-16T00:00:00.000,MANHATTAN,40.778606,-73.98163,1,Backing Unsafely
2021-04-16T00:00:00.000,QUEENS,40.75868,-73.87552,1,Unsafe Speed
2021-04-14T00:00:00.000,,40.856045,-73.90079,0,Following Too Closely
2021-04-14T00:00:00.000,BRONX,40.880257,-73.843864,0,Passing Too Closely
2021-04-15T00:00:00.000,QUEENS,40.60677,-73.759575,0,Passing or Lane Usage Improper
2021-04-16T00:00:00.000,,40.695683,-73.741875,0,Unspecified
2021-04-16T00:00:00.000,,40.667236,-73.770004,0,Passing or Lane Usage Improper
2021-04-14T00:00:00.000,BRONX,40.8351,-73.8825,0,Unspecified
2021-04-15T00:00:00.000,BROOKLYN,40.633682,-73.89868,1,Unspecified
2021-04-14T00:00:00.000,BROOKLYN,40.698116,-73.977325,1,Failure to Yield Right-of-Way
2021-04-16T00:00:00.000,,40.84747,-73.89134,0,Reaction to Uninvolved Vehicle
2021-04-14T00:00:00.000,,40.8047,-73.91243,0,Unspecified
2021-04-16T00:00:00.000,,40.762676,-73.954346,0,Unsafe Lane Changing
2021-04-16T00:00:00.000,QUEENS,40.7158,-73.824486,0,Driver Inattention/Distraction
2021-04-15T00:00:00.000,MANHATTAN,40.75584,-73.99238,0,Unspecified
2021-09-11T00:00:00.000,BRONX,40.875942,-73.83304,0,Unspecified
2021-04-15T00:00:00.000,,40.772102,-73.763954,0,Following Too Closely
2021-04-14T00:00:00.000,BROOKLYN,40.681602,-73.95855,0,Driver Inexperience
2021-04-15T00:00:00.000,BROOKLYN,40.62677,-73.946884,1,Driver Inattention/Distraction
2021-04-14T00:00:00.000,,40.707493,-73.94153,1,Other Vehicular
2021-04-15T00:00:00.000,,40.8252,-73.867714,0,Passing or Lane Usage Improper
2021-04-12T00:00:00.000,BRONX,40.854115,-73.89091,0,Driver Inattention/Distraction
2021-04-16T00:00:00.000,,40.768875,-73.94898,1,Following Too Closely
2021-04-16T00:00:00.000,BROOKLYN,40.629707,-73.90486,0,Unspecified
2021-04-15T00:00:00.000,QUEENS,40.72654,-73.71589,1,Driver Inattention/Distraction
2021-04-15T00:00:00.000,STATEN ISLAND,40.634415,-74.08535,0,Unspecified
2021-09-11T00:00:00.000,,40.889362,-73.83446,0,Failure to Yield Right-of-Way
2021-04-15T00:00:00.000,,40.66937,-73.89523,0,Passing or Lane Usage Improper
2021-04-16T00:00:00.000,BRONX,40.89466,-73.86137,0,Driver Inattention/Distraction
2021-04-16T00:00:00.000,BROOKLYN,40.669067,-73.9878,0,Unspecified
2021-04-15T00:00:00.000,QUEENS,40.681484,-73.85049,1,Failure to Yield Right-of-Way
2021-04-14T00:00:00.000,BRONX,40.82433,-73.874374,0,Passing Too Closely
2021-04-14T00:00:00.000,,40.856606,-73.92841,0,Driver Inattention/Distraction
2021-04-08T00:00:00.000,BROOKLYN,40.65785,-73.91648,0,Unspecified
2021-04-14T00:00:00.000,,40.62764,-73.89022,0,Passing or Lane Usage Improper
2021-04-09T00:00:00.000,,40.58401,-73.98587,0,Following Too Closely
2021-04-14T00:00:00.000,BROOKLYN,40.71791,-73.95341,1,Turning Improperly
2021-04-15T00:00:00.000,,40.780437,-73.94989,0,Driver Inattention/Distraction
2021-04-14T00:00:00.000,QUEENS,40.73973,-73.70625,0,Unspecified
2021-04-05T00:00:00.000,MANHATTAN,40.7952,-73.94623,3,Passing Too Closely
2021-04-14T00:00:00.000,BROOKLYN,40.694794,-73.98246,1,Failure to Yield Right-of-Way
2021-04-16T00:00:00.000,BROOKLYN,40.614063,-74.01393,0,Unspecified
2021-07-08T00:00:00.000,BROOKLYN,40.715702,-73.95579,1,View Obstructed/Limited
2021-04-16T00:00:00.000,BROOKLYN,40.633152,-73.97762,0,Unspecified
2021-04-16T00:00:00.000,BROOKLYN,40.612736,-74.01172,1,Following Too Closely
2021-04-15T00:00:00.000,BROOKLYN,40.70166,-73.961464,2,Pavement Slippery
2021-04-14T00:00:00.000,MANHATTAN,40.80641,-73.94227,0,Unspecified
2021-04-14T00:00:00.000,MANHATTAN,40.762234,-73.98987,1,Driver Inattention/Distraction
2021-04-15T00:00:00.000,BRONX,40.863647,-73.8918,0,Unspecified
2021-04-15T00:00:00.000,BROOKLYN,40.576626,-73.98478,2,Driver Inattention/Distraction
2021-04-14T00:00:00.000,BROOKLYN,40.60118,-73.99098,0,Driver Inattention/Distraction
2021-04-14T00:00:00.000,BROOKLYN,40.64721,-74.01531,0,Unspecified
2021-04-15T00:00:00.000,,40.681145,-73.7923,0,Unsafe Speed
2021-04-15T00:00:00.000,BROOKLYN,40.57529,-73.97655,0,Backing Unsafely
2021-04-16T00:00:00.000,,40.786,-73.84574,0,Failure to Yield Right-of-Way
2021-04-15T00:00:00.000,BROOKLYN,40.601128,-73.997086,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2021-04-15T00:00:00.000,,40.827923,-73.93483,0,Unsafe Lane Changing
2021-04-05T00:00:00.000,MANHATTAN,40.805824,-73.954636,0,Unspecified
2021-04-14T00:00:00.000,,40.642776,-74.02003,0,Passing or Lane Usage Improper
2021-04-14T00:00:00.000,,40.86674,-73.92873,1,Pavement Defective
